in_id;in_cu_id;in_date;in_description;in_total;in_discount;in_totalafterdiscount
217;838;21/04/2007 :;brevens, Pro fecundio, cognitio, quad quad quis ut;450579;IRJK-Q13W-FTL4-7WHD                               ;355357
218;1040;20/07/2003 :;in fecit, travissimantor egreddior bono ut regit, ;195129;EGHF-WYCO-K6UI-OF0N                               ;153508
219;816;22/11/2009 :;non dolorum Longam, in rarendum delerium. quad    ;482600;U5U7-5HKG-8ZFQ-2A3A                               ;239309
220;752;28/10/2008 :;delerium. Longam, linguens novum quantare homo,   ;425966;ROFA-9Y3W-RVUT-9M9H                               ;136170
221;924;11/05/2002 :;fecit, quo homo, quis non quad esset Multum       ;294893;FEW1-KQ41-DCPI-5QJ3                               ;270472
222;992;1/03/2007 :;Quad e quo, vobis quad brevens, novum gravis non  ;89805;7ENV-C5MH-G1M5-DRDX                               ;269293
223;550;19/07/2008 :;Versus et Sed non nomen et eggredior. venit.      ;409504;IT1R-F5B1-J25S-0R05                               ;197991
224;966;22/05/2008 :;parte in nomen quantare egreddior glavans Quad sed;3423;F4MU-BPKS-DCLK-DDWO                               ;72516
225;431;20/03/2010 :;esset quad et et volcans quis homo, fecit,        ;472199;6TKF-EWT7-LR8X-D772                               ;390244
226;56;16/10/2002 :;estis linguens Multum quo eggredior. novum sed    ;144309;PLIL-7GLM-NVCP-LJ76                               ;132536
227;308;22/09/2009 :;pladior trepicandor Et parte nomen quo brevens,   ;51861;EVC3-M4NG-55TS-LBZQ                               ;339348
228;866;17/04/2009 :;non fecit. rarendum esset dolorum esset quartu    ;460436;XB7N-QEI4-TZ1R-U9ES                               ;112973
229;667;10/06/2003 :;transit. trepicandor non plorum Longam, pladior   ;277350;2S4T-I1KZ-AKHP-3OO2                               ;335620
230;993;25/07/2006 :;et homo, Et vantis. e estum. gravum novum dolorum ;389042;7LJZ-642B-BX6N-57D8                               ;449905
231;52;19/06/2003 :;novum Et quoque delerium. e Longam, ut quis fecit,;289919;OUJX-8ICE-5KBO-H94U                               ;73707
232;701;26/08/2007 :;gravis rarendum habitatio glavans nomen in quo    ;417695;EZ83-DETB-VAGJ-C2LS                               ;91604
233;1216;10/07/2008 :;quorum quad quad transit. eggredior. regit,       ;341533;NRNX-RLIS-V2IZ-PMG1                               ;22982
234;519;20/04/2002 :;vantis. esset glavans e si estum. quo in Tam      ;169745;UO06-V3S9-ENC4-MBAC                               ;183435
235;511;2/03/2002 :;fecit, funem. funem. delerium. quis trepicandor   ;283104;RV1E-TRGE-QMKY-ZRGF                               ;189747
236;1186;28/07/2006 :;et quad apparens gravis plorum quartu imaginator  ;363728;NS8A-8QEE-DB3W-YNMV                               ;302273
237;384;22/07/2007 :;estum. non apparens parte Et Et vantis. eggredior.;172530;3NEJ-S2E9-VUVH-ZNQX                               ;92627
238;833;15/01/2009 :;quis estis parte et egreddior egreddior quo vobis ;428470;2D1V-FJOV-C5LR-ZDPJ                               ;312953
239;729;15/02/2006 :;vobis si rarendum egreddior quo apparens Id quoque;328152;5C4T-IFLF-BWPR-PLJ6                               ;353552
240;536;6/11/2005 :;Et fecit. in Pro quo, ut pladior plurissimum in   ;142032;9EIC-Q93Q-LX67-Q987                               ;312172
241;75;8/09/2005 :;novum quorum si quad travissimantor e Id brevens, ;38009;ZY8S-FGT5-EUI8-QTRJ                               ;445333
242;917;1/03/2005 :;esset Longam, bono egreddior et plurissimum       ;354298;9CUY-DPHT-GDCB-A5QR                               ;425973
243;653;25/04/2005 :;non quad apparens eggredior. delerium. Et         ;339076;9FYO-QEYR-XHO9-N3A9                               ;135667
244;237;5/11/2006 :;nomen quad quartu glavans cognitio, travissimantor;163250;PY0A-0I6X-K30P-TD6V                               ;240997
245;558;30/11/2002 :;non Et quo et bono quad transit. brevens, novum   ;225941;YRPM-ZP2Q-7VGK-BFO2                               ;154412
246;743;4/12/2009 :;gravis dolorum essit. in esset eggredior. vantis. ;470332;871M-UHYL-AWFH-Y9DC                               ;293413
247;589;21/10/2004 :;funem. et quad gravis eggredior. vantis. Sed      ;188395;AFGA-PMFL-EP4S-RQ30                               ;40576
248;183;31/10/2009 :;nomen Pro si Id eggredior. si egreddior ut venit. ;242686;IRHZ-AFYC-11BF-SRRO                               ;390705
249;884;5/06/2006 :;sed Versus e estum. trepicandor venit. linguens   ;295016;71C8-KSNY-86D9-JYHX                               ;52296
250;1241;20/06/2009 :;novum Tam Versus quad quis venit. novum plorum    ;496597;AN3F-DEO0-ZZE3-GE8L                               ;18331
251;642;7/06/2006 :;regit, ut Longam, egreddior plurissimum et        ;383100;IS0V-VN1B-UAT2-KYXX                               ;207094
252;934;17/04/2003 :;fecit, pars quo ut habitatio vantis. Pro dolorum e;322476;64N7-8RAD-5QV4-IN7H                               ;333854
253;547;30/06/2002 :;gravis et egreddior quartu Longam, estum. dolorum ;58543;PCDR-P5CH-IGAM-E4SE                               ;185776
254;258;3/12/2004 :;trepicandor et et in eggredior. plorum egreddior  ;139084;4DNN-4EPX-WQGI-URVB                               ;211514
255;167;16/07/2006 :;trepicandor quorum transit. pars gravis essit.    ;381200;NULL;103817
256;727;24/06/2010 :;brevens, et in habitatio cognitio, non imaginator ;388902;3FS2-OF9J-DVTR-COPO                               ;36113
257;1003;5/02/2008 :;si delerium. nomen et cognitio, plurissimum quorum;146144;AGED-RZRC-N8GM-OKLH                               ;437378
258;615;9/04/2010 :;dolorum volcans quo Multum Sed et manifestum nomen;478512;O557-0WO7-517J-N1FN                               ;5090
259;967;12/03/2010 :;novum bono dolorum Tam cognitio, quantare         ;422190;POWR-4F75-R389-4A6N                               ;316269
260;1073;31/01/2008 :;Pro homo, bono Sed nomen essit. essit. nomen      ;155469;UAJE-M1W5-M5Y2-Z9D5                               ;197253
261;704;6/12/2002 :;novum eudis estum. fecit. trepicandor e rarendum  ;337184;LPJK-2SXF-CVS8-E4I5                               ;387845
262;627;8/06/2010 :;venit. quantare linguens vobis gravis et si Sed   ;134443;3I27-L45K-VW11-5RY8                               ;152376
263;1248;25/10/2004 :;fecit, gravum imaginator et apparens Versus quad  ;110450;T3HT-RDPJ-VQ7O-3MCK                               ;356379
264;933;14/10/2002 :;in eggredior. e novum cognitio, transit.          ;182302;XMDB-FUQG-M59M-Z09K                               ;315964
265;109;4/11/2008 :;glavans volcans linguens sed quoque quo,          ;253749;8FM9-5OCI-JFEN-6Q6D                               ;405872
266;907;5/12/2009 :;estum. Pro quad eudis si in novum novum non et    ;247248;XM85-PGL1-3DRC-I031                               ;233207
267;169;8/05/2010 :;et quartu estis ut quo pars pladior in linguens   ;69646;QH8R-7RM0-9UVE-L6GL                               ;216539
268;784;27/12/2005 :;si linguens ut sed sed Et et sed ut et cognitio,  ;340549;O3BZ-5O1B-5M42-GEGB                               ;78600
269;1070;28/08/2010 :;gravis quo vobis homo, fecit, in et plorum        ;25625;YULK-9HC1-BKII-N586                               ;231230
270;1088;19/10/2002 :;e apparens novum plorum novum non Sed plorum si   ;489218;IPAX-MPTY-7P44-TIRP                               ;257575
271;567;13/05/2005 :;in funem. manifestum gravis in Pro nomen novum    ;133530;NB0L-L4MF-A5AM-8KO9                               ;449913
272;1138;5/04/2009 :;quorum quis quis non novum imaginator gravis Et   ;22108;JNE6-MFEW-5EJU-6PP5                               ;42404
273;726;4/06/2008 :;in in manifestum Sed imaginator funem. dolorum non;366977;I2E5-2FI6-8TH1-ZXT2                               ;249957
274;163;17/01/2006 :;quorum quad fecundio, brevens, regit, vobis et    ;340567;5QPL-VLGK-IVIJ-G98M                               ;377137
275;448;19/02/2005 :;delerium. Tam ut Sed plorum pladior quo venit. si ;387957;6X7J-BWH1-9WMZ-SDTI                               ;140838
276;1238;11/03/2008 :;Longam, non parte in estum. quad nomen Et         ;440596;HZXF-DAYW-QP7N-8I50                               ;294500
277;969;7/11/2003 :;in et ut non quo linguens quorum et eggredior.    ;250730;Y3EI-M9IZ-3FPW-7ZSP                               ;133626
278;1263;15/09/2003 :;estum. novum quartu Quad gravum manifestum dolorum;246254;0YKQ-JOY1-97T7-DKEX                               ;406994
279;156;24/06/2007 :;Id e e in rarendum gravum Quad quo eudis fecundio,;277482;3RYJ-B0AO-9PGS-ZIO7                               ;368105
280;404;17/04/2002 :;quorum quo non quoque homo, parte et quorum       ;1867;YAHO-WMI6-MKVH-801I                               ;96831
281;602;25/12/2008 :;et Tam et rarendum Quad vantis. fecundio, gravis  ;455914;JD99-KQ0W-UV7Y-TA9G                               ;91959
282;910;23/11/2010 :;quo si Et quad novum Et Sed nomen Multum quartu   ;309176;OI44-PTZO-ZH67-K08N                               ;398643
283;1264;13/11/2004 :;rarendum essit. et quad quo et volcans homo,      ;165419;5LLF-RCW7-YQK6-1955                               ;60676
284;1055;21/12/2004 :;gravis si gravis vantis. in et et estum. parte si ;280753;QRBU-CP0K-S1MX-3WOD                               ;317288
285;785;18/02/2002 :;vantis. volcans quis nomen quo, pladior Sed       ;5941;CXRE-9WZV-AV3A-E9RO                               ;242811
286;1144;4/03/2002 :;quad eggredior. brevens, linguens esset nomen     ;467444;1CCI-W4M0-5LRR-TZWR                               ;189853
287;1051;27/02/2007 :;et si e dolorum pars novum et quo, pars pars      ;359151;FP56-XYB5-T5Z0-0K9X                               ;355828
288;427;7/08/2005 :;in et non funem. bono glavans Versus Tam non      ;202448;5AZN-P3BA-EC07-B753                               ;261469
289;9;5/10/2006 :;nomen quorum plurissimum quorum vantis. e quo non ;288545;YSH8-ZLRF-8QZK-5QHY                               ;79618
290;335;8/09/2002 :;Pro sed volcans trepicandor transit. delerium. Tam;394203;UN16-G5S2-SF6C-CTR8                               ;153633
291;494;23/06/2009 :;fecit. transit. Multum quorum rarendum essit.     ;217584;4BV9-NCFU-LP7D-AQAU                               ;314895
292;873;13/04/2008 :;Quad Versus quis quis plorum gravis venit. quad   ;194018;UTOF-TKMC-CY8Q-ISSG                               ;87537
293;1021;6/11/2009 :;imaginator pars funem. habitatio vantis. non      ;6279;3QXB-38SN-MIXA-AMF2                               ;446684
294;106;15/01/2009 :;venit. fecundio, quoque homo, imaginator nomen    ;172682;3Q2U-NGGS-IYT4-4VD1                               ;156298
295;21;2/12/2004 :;trepicandor in linguens novum plorum Tam fecit,   ;304849;LRZF-T1YC-WDPJ-DN2W                               ;374327
296;1137;2/04/2006 :;gravum quoque quad trepicandor et estum. et nomen ;403567;MRZG-OPTF-F8DY-CQMH                               ;292957
297;1006;8/05/2002 :;rarendum e rarendum essit. Pro estis plorum       ;243847;MH4H-58AI-HSHB-TRI0                               ;NULL
298;517;13/07/2004 :;Sed linguens gravis in nomen estum. quis rarendum ;156773;47J4-NZQ7-N0KA-5NH6                               ;69593
299;311;31/12/2008 :;Versus sed brevens, imaginator non plurissimum    ;409502;GEBX-MQ2H-K7MT-EYZM                               ;269704
300;1283;26/12/2003 :;volcans regit, trepicandor et ut vobis non si quis;478694;5H38-G776-69CQ-PWLC                               ;285125
301;1064;29/07/2010 :;delerium. fecundio, quorum sed linguens estum.    ;400686;WX9P-FERT-6NVJ-YB23                               ;371205
302;1247;26/10/2009 :;gravis eggredior. et et vobis plurissimum Multum  ;347847;FJW5-AUWL-HDNE-88EJ                               ;76873
303;152;6/03/2010 :;quo, fecundio, vobis sed homo, quad dolorum       ;217060;1GDG-JESM-DTI1-D13D                               ;411977
304;266;17/08/2005 :;eggredior. Id Versus quad funem. quantare non non ;305799;KI62-TZGU-PXJO-Y6G0                               ;159474
305;1001;7/02/2006 :;et et si quo pars et quis non dolorum             ;363067;V29B-NVMK-7504-JAA7                               ;244722
306;1057;3/03/2008 :;Quad et venit. delerium. quorum fecit, et parte   ;360992;JXYQ-G9TR-6L2M-I8UP                               ;18418
307;540;13/11/2005 :;pars ut bono regit, non volcans vobis quantare    ;455499;YDWH-KXFU-OW8O-X3IR                               ;164690
308;397;13/06/2007 :;gravis dolorum in pladior rarendum pladior nomen  ;217976;E1UP-M2EL-AFLM-51G2                               ;83896
309;1190;15/10/2010 :;Versus quoque gravis vobis rarendum estum. glavans;251128;IUZ1-ACEE-EQ3R-XJ6B                               ;258639
310;660;7/05/2009 :;quad quad linguens pladior fecit, transit.        ;440605;HJTI-8AMA-VNFS-J1TJ                               ;70676
311;1250;18/08/2008 :;plorum ut Multum si brevens, nomen apparens vobis ;138172;9O00-KCTF-MV41-Z1GL                               ;259317
312;613;24/05/2006 :;et non Longam, Id quo vobis essit. Id esset quad  ;399890;ZQ3B-RAAD-VQMF-SJSM                               ;352488
313;185;17/10/2004 :;novum quorum quo, habitatio glavans nomen plorum  ;201030;WH6T-0IEA-IL8L-JLOB                               ;30383
314;628;26/11/2009 :;in apparens novum quad delerium. si gravum si     ;420323;91FS-W9O9-G8UP-IK9V                               ;86985
315;1228;6/02/2010 :;quad homo, Pro et Tam quo, travissimantor         ;199556;8V0Y-AI0J-7VHH-U1D8                               ;219438
316;1074;14/01/2003 :;quo, quorum et linguens eggredior. Pro manifestum ;28007;RT5L-9QIK-ZBSM-D1GN                               ;105294
317;829;27/07/2007 :;bono et Tam plurissimum ut cognitio, quo et Tam   ;469024;D851-LRD2-G61B-FQE0                               ;NULL
318;1150;5/11/2010 :;manifestum novum trepicandor sed linguens ut nomen;329698;JZG4-W2UK-TKQW-IN44                               ;439203
319;675;26/08/2002 :;Multum funem. novum quad brevens, quo quartu      ;176361;IDFD-TAGO-NMGR-ES1S                               ;91700
320;491;2/09/2008 :;linguens Quad e manifestum eggredior. vobis et et ;286305;IXSU-WG45-RMAN-5J26                               ;39090
321;682;8/10/2004 :;rarendum gravis eggredior. funem. plorum regit,   ;388098;LL53-74Y4-QMBJ-KLL0                               ;73152
322;108;2/10/2006 :;eudis linguens cognitio, et et sed quo, homo, pars;367198;C5B9-1CTE-UPUD-WSO8                               ;216018
323;870;24/03/2010 :;homo, ut delerium. e quis et fecit. linguens      ;NULL;SIZD-4AQS-JY14-FAVD                               ;327380
324;1017;20/12/2009 :;Longam, trepicandor dolorum si quorum cognitio,   ;52003;VAKH-0RYK-SXCU-U6XL                               ;405070
325;944;28/04/2004 :;quoque Quad in esset in Sed vantis. brevens,      ;131423;QL0L-WNPA-LWBO-HXHG                               ;448982
326;1268;30/01/2008 :;volcans e et parte eggredior. Et Longam, cognitio,;271633;CC6U-ML7V-9D9S-9AZE                               ;77597
327;637;31/05/2010 :;homo, Longam, cognitio, plurissimum Pro nomen ut  ;439512;D1N0-VMNK-WOGY-EF5K                               ;392680
328;528;20/05/2010 :;Pro non rarendum e gravum Sed estum. quantare quad;15828;AGU1-8MIV-6Y2F-BO5I                               ;362376
329;919;15/02/2003 :;Tam Quad Pro quo Multum vobis travissimantor quo  ;NULL;0YN2-LXBJ-T4EY-W7MQ                               ;45720
330;942;19/11/2009 :;vantis. et novum gravis nomen transit. eggredior. ;194295;83SI-YL0N-QANG-CTSP                               ;93658
331;352;5/11/2007 :;transit. manifestum quis volcans pladior non et   ;35718;ABZG-2J4P-31EE-X54G                               ;2809
332;351;27/04/2010 :;novum quartu estis homo, habitatio estis fecit,   ;484391;ZWNM-JHYH-3EW1-X3BB                               ;297881
333;251;14/09/2005 :;Et vobis esset vantis. novum volcans quoque Sed   ;196748;EGBA-OV8K-6PCC-ENDS                               ;224906
334;1245;29/06/2005 :;quorum ut Versus travissimantor essit. gravis et  ;93957;LLMB-P5CL-TTSX-JKDS                               ;313923
