mod_id;mod_mo_id;mod_it_id;mod_qtity;mod_fromlocation;mod_tolocation;
281;893;893;14329;PEL3JSSPZLUSIYX                                   ;YRR7GMUMVYLDWND                                   ;
282;413;413;229;5ODCK6ZBDZH55RZ                                   ;C796VT8WYMGSRZ6                                   ;
283;169;169;9614;RW033Z0A89WHVGN                                   ;HKDZK6KK05GLGLA                                   ;
284;47;47;5137;10TKWQIJF9PKBNK                                   ;BTEB0E84JU9U52U                                   ;
285;16;16;14897;MG1MYTH6N33BAHF                                   ;RIVC9EL5MO6QCMG                                   ;
286;1811;1811;6597;BM35YEH0EHOT9GZ                                   ;BTHXLV22B8GPXQF                                   ;
287;804;804;14991;PNUFF1X8IMWSM68                                   ;AKUYPYDX89OC8IS                                   ;
288;665;665;3936;US8OKEA7Y08G5NX                                   ;EWIBLXAVFS01XV8                                   ;
289;602;602;2196;4JMMNZHAOVMBHPE                                   ;98FSRHNCGJPB6QU                                   ;
290;1002;1002;1052;8QYH7A0ADMGFTG2                                   ;GJB173DD9YIWYBZ                                   ;
291;333;333;6631;OPO3KMAUAY0ORYQ                                   ;1S2Z2Z5X86U17YP                                   ;
292;178;178;10377;M08FPFZUIB80J2G                                   ;X6LEK6O5V2ISYQD                                   ;
293;9838;9838;3229;TRNS0AMMF4699BJ                                   ;KDADNURGEDS18B5                                   ;
294;3562;3562;14300;W7TS8M58PTK9D9B                                   ;9TYSQLRU3X40HDY                                   ;
295;1515;1515;11408;HRV0BY8BEMZK8QK                                   ;TQGUOB13F506ENX                                   ;
296;1754;1754;11349;SU4C8O06LE27QC8                                   ;W8J4RLEZLG9QQQY                                   ;
297;137;137;359;SYSIGJ3YYIDMNLZ                                   ;EA7IVBMXRVDLKKG                                   ;
298;389;389;8631;9EHJ5ZZSRPEXV1K                                   ;0L49UUQ7BG982BD                                   ;
299;9738;9738;581;DTRAX2Q9Q5DQAEI                                   ;6ZR3FEOKLLCV7TE                                   ;
300;1428;1428;7570;E2YBVP0TZZRQ462                                   ;ZTQ4MP6KJ06E2DV                                   ;
301;9888;9888;9418;XB8TTP16N8SZL8H                                   ;IOFLSC0LXJN8HUZ                                   ;
302;317;317;1410;6DIT286NTYBYAZ4                                   ;2888L82GS7JF79I                                   ;
303;12;12;11340;3GTZ5O7O0RONW08                                   ;QWDJET7MS4622Y3                                   ;
304;56;56;7831;HEJQN9UO5L0VE3W                                   ;0OBT5MUAMYTLSLD                                   ;
305;9927;9927;4627;48W5FI7H6USBKJQ                                   ;1FHKHG490MFG1ZD                                   ;
306;9786;9786;8019;QKGWGDWTL4TKOCA                                   ;3UFJYO2323XFZMT                                   ;
307;63;63;11705;V0IO32AZ71KTGI3                                   ;RJ1NGJ7JJ2TI7D8                                   ;
308;9827;9827;1665;U65TNZ7QB2JBPNT                                   ;KZHX5UPDCEIEJP9                                   ;
309;337;337;8503;KVGK02PNAHPES3D                                   ;S7PIYQCKMWZVVJW                                   ;
310;9972;9972;13997;07PH6G9VSRD0IYA                                   ;VAU04W2WTOB20TZ                                   ;
311;4442;4442;12023;8P9L2JLSHHI6ATX                                   ;TEQZNPOUMXB9UUH                                   ;
312;831;831;8409;PGAHXBN3LKR8OO4                                   ;ITJ9U8AW5SOAFAJ                                   ;
313;9614;9614;6270;NULL;W41GTX05LZD6KS2                                   ;
314;423;423;6176;7553UR0HMX0PX3L                                   ;6IK7AQ0K3UTV0EF                                   ;
315;1584;1584;9516;U4B1OSMX25ZISC3                                   ;EHDPS1ZKTDNUV4B                                   ;
316;9909;9909;9683;C7Z5OUEYGTV0AY6                                   ;QP4WQCI54HDY355                                   ;
317;206;206;6958;ZSEKD2NEI71ORIP                                   ;K1S3FC64JZDX25P                                   ;
318;1365;1365;7296;T8DQ4GAZQCLVXLN                                   ;JG4AAIL1Z7LBO1H                                   ;
319;2251;2251;8585;ZIJZYJE9JKMGTP6                                   ;8G9TB8XEIZDQYK2                                   ;
320;9453;9453;8863;4L72LFDJHFT0HSG                                   ;RDEN0UX2FQ37RVG                                   ;
321;3214;3214;118;KXP9YPB9U36JTU5                                   ;IPPMVVOBIQRA4V2                                   ;
322;9113;9113;13433;6MRBELJJ4ZHIQDR                                   ;5MJAMUNDJ7DK4QN                                   ;
323;298;298;8271;3PVW0XZEAX8H9TP                                   ;IV89VG3WP34A2MX                                   ;
324;600;600;11535;9SUU05IZE55Z8SJ                                   ;OO25C6VN2B2OI36                                   ;
325;9851;9851;1650;BEF4Y809NC0HC19                                   ;24S9MTIOINLJPCB                                   ;
326;11;11;5192;AT9XJXRY6WIUS06                                   ;9SWFOIBCZK6KDFD                                   ;
327;350;350;10772;DR5VEKP0RL7O41M                                   ;WC8XTOYU6DMOLCY                                   ;
328;5;5;13628;WUOEILXENHY2Q6H                                   ;Z5EP6R4KTG91MYB                                   ;
329;9795;9795;7460;6I3LVEWQ486XP2T                                   ;9YMC4D4KU19AVMQ                                   ;
330;5015;5015;1801;96YXCSZRUR8WMMA                                   ;MGL70OF58N4CFW8                                   ;
331;402;402;5087;4LHMX1GHXX9AFZO                                   ;2IFMQLLL1UV4HTP                                   ;
332;356;356;14103;NSTJ7JAEIBR36Z3                                   ;PMF5C33LJH3H9R5                                   ;
333;9510;9510;5376;XKT4L778PGZEIPC                                   ;T18C74W0UZ65SAN                                   ;
334;1777;1777;7827;2N9TTQDLA34L9DB                                   ;XYNSH2VYFT28H4C                                   ;
335;1803;1803;14056;URDU6KZGKKUQJWV                                   ;PXAGLCYLPEADWXS                                   ;
336;1390;1390;12919;ZX1IQAO668TH3MY                                   ;TOJB3CFR69XE1NI                                   ;
337;275;275;3890;41KRBHNIOT98WN1                                   ;MWGUZ7TLZ233RH1                                   ;
338;249;249;1782;8AMCBT7J36OYQHD                                   ;0UESL16CIJACFKJ                                   ;
339;5058;5058;510;MIMHB4HH9JTX0FA                                   ;VKQ0GX9MVYC19CZ                                   ;
340;8669;8669;6878;6F9SZL0BU0N4TPR                                   ;7ED79P4LP4CGXH5                                   ;
341;216;216;9893;FALD0J24S43S0AJ                                   ;I176Q112LSXNP43                                   ;
342;9640;9640;13326;W4RB8KY1HANBGCO                                   ;JL407BS5G5BCLSP                                   ;
343;9634;9634;10433;RMHPTWIMC4ZVH8A                                   ;SXJ74TX6DAMGSGW                                   ;
344;6511;6511;3199;GZ8OXGYVCKVQWQN                                   ;07WBC57681PLPPH                                   ;
345;171;171;4030;FJ0DSTVZL4Y3L3K                                   ;2JURLW0QNYNWPCD                                   ;
346;3227;3227;13222;Z3UH40MBOLD90SQ                                   ;8QBEVD1NQCZ33BG                                   ;
347;9921;9921;4107;GJFY7WQN482SHUA                                   ;TUE8L5Z466NEHBH                                   ;
348;9301;9301;12054;ZMQSW6BFWOP6FLZ                                   ;NPDZD3WOI709WXM                                   ;
349;192;192;4784;DCM1OL22C7CVXUT                                   ;I02VX5E3R77OQN5                                   ;
350;279;279;1725;B59E2YPA7Z2I7K7                                   ;V2FDYG9QXPQE4P7                                   ;
351;1693;1693;4391;99E578KEJNFPTGH                                   ;KBWH8MYIB986V7Y                                   ;
352;9550;9550;8063;VVVACKRFMCUOJJV                                   ;1LETI8D1QCX8E0Z                                   ;
353;9895;9895;46;ZUMOFOM3LVUEJ0G                                   ;0Z4ERO684W2P83U                                   ;
354;9670;9670;6718;H0NBOX5PHZJUEVU                                   ;QVCIBDQBXURVOP4                                   ;
355;9432;9432;7451;RMPYUTL69SPHPCV                                   ;A65V2J3CE5PL6OS                                   ;
356;859;859;10985;W36IWK42PW6G5RO                                   ;I7IINGPM9THWXBK                                   ;
357;1688;1688;8140;0UNXBHXOEG1W7N0                                   ;SQF1XYN6RZ46O44                                   ;
358;763;763;14805;4XYBPC37IN9XM51                                   ;14DG7LOTGJM927F                                   ;
359;672;672;6180;3ZHUOYAE5I3FI7U                                   ;KATG9RPJKBQNCJY                                   ;
360;734;734;14435;W0C7TD0OQGFN8Z1                                   ;P7USX3762LKECE4                                   ;
361;9711;9711;12247;EKT765G5MK578OO                                   ;K0LDAOZAFUWVU0G                                   ;
362;48;48;13078;T70MTTOPZT38JM6                                   ;KHJUCN5H2NDN6A7                                   ;
363;9989;9989;9205;GU1YEMVRJ6L98TF                                   ;663CYKU17JD37BC                                   ;
364;1470;1470;6702;R4U0YFGLV38C17M                                   ;5NTVU98WV4ANAC4                                   ;
365;809;809;8909;DYQDNQW6B92M8FH                                   ;MQOOW4Y0MIMS919                                   ;
366;9802;9802;12920;D1HES571EG2BEJP                                   ;BBIJHCCXX6GUA7Q                                   ;
367;938;938;3033;JLV921F08NOODTC                                   ;F8GHMN51PT8BMFN                                   ;
368;586;586;13443;L1Y0Q878QPZ7OLS                                   ;UJBYULNADRQQN4Q                                   ;
369;891;891;7121;KQ2NJ83BLG65HJO                                   ;RRD1LS4N6HUO30A                                   ;
370;9624;9624;11597;3LPCKOLBDNID28C                                   ;JN0QVS1UK53UWFD                                   ;
371;9659;9659;5792;UV4MQOXDYME921Q                                   ;3UJV1L81FOSDRZ7                                   ;
372;231;231;5175;0E32VG8V4R9WPP9                                   ;H8603ZIZPJGFP9Q                                   ;
373;2484;2484;6785;3IALE1UEOBDX9B9                                   ;NULL;
374;599;599;1706;WACO5ARDN8IYF0O                                   ;39K9GEGYEYB7ZO2                                   ;
375;3324;3324;13971;D16JR5SZJODJ2BL                                   ;YQDO8DH3BK6I4TC                                   ;
