it_id;it_ca_id;it_lo_id;it_serialnumber;it_code;it_barcode;it_expirydate;it_description;it_manufacturer;it_price;it_qtity
153;774;774;51157;PGD3L7G2Q3HIVKHIU4YW                              ;651895467;29/09/2006 5:30;Longam, Tam regit, fecundio,                      ;B8W3J3MI3GQJLPDW4EDBNMF                           ;64,52350601;3958
154;1126;1126;56663;VT3KN57X2N8HF1B1JUGS                              ;551730066;22/06/2014 13:07;apparens cognitio, Versus                         ;ZOJKGARWAF                                        ;1917,849496;5275
155;120;120;5876;TNGQUDLNT7T9LTN9IX29                              ;326873180;14/09/2015 2:45;quo non plorum bono travissimantor                ;BM3L0NG9XWJ4XX                                    ;649,6994731;8674
156;563;563;75507;NG91GI5HAAI4R26NUTRM                              ;535214128;8/09/2010 19:14;linguens delerium. quorum in                      ;7CI6JOSX3UJ12T                                    ;965,4001039;6569
157;641;641;2830;9GE8T8OS0WDI9577ODVF                              ;177742176;7/05/2013 3:39;novum si eudis quoque                             ;U950190SDO6DH3G                                   ;559,8127928;9915
158;1059;1059;70930;IWB4TRGMO4ANTE0VTMAH                              ;786183931;1/05/2005 10:55;Et Longam, gravum gravis                          ;LNP2EE4W0IPZQGLEG                                 ;533,6033304;4421
159;1094;1094;17475;AD4LIWYG5FW63QJ23ZH7                              ;465551096;6/09/2013 6:57;fecit. novum vobis vobis                          ;29YXVH6K5HCBAUNAYDDQ9                             ;1798,93202;8046
160;121;121;86928;CR3VFR7BVQKYH8J7JBUI                              ;878115584;10/12/2010 21:42;quad Tam e Multum                                 ;48ZJK12W2SW817LNR8                                ;1191,829981;1202
161;631;631;21099;IOEGQOGSQNT9JYL0P25R                              ;241646733;15/01/2015 21:02;fecit. et volcans                                 ;U8MKO7VCFI7                                       ;1053,256682;124
162;1100;1100;54485;AOB8MH0VKNMPZT3PFO2Q                              ;581215221;5/08/2006 1:42;linguens si cognitio, non fecit,                  ;PZM4PXCW5H8FKE2SGPAL5UF7I                         ;1786,30681;6028
163;13;13;21618;43ROYAX6T8PQ28Z2846G                              ;211850949;25/12/2015 15:12;linguens linguens Id                              ;ABPPMDUR79F2VQF                                   ;168,6863053;6145
164;1046;1046;36465;6Z7KJ4IBAE20K5LKJN73                              ;818739480;11/01/2007 2:16;Pro rarendum venit.                               ;RC060A52WQ8LVVKEM1M0                              ;1792,310729;NULL
165;824;824;79952;QEWYXK3M6KVALY4K3E5E                              ;465830669;15/02/2006 17:09;brevens, funem. ut e                              ;FVUKS7TDDTK6T227BO06MS                            ;1459,471524;7312
166;952;952;27320;JUMQH2EHPGZD8FKAMMKE                              ;326220231;29/12/2009 22:39;venit. e vobis fecit,                             ;58WBO0FU3F3                                       ;15,32806922;8093
167;946;946;47017;3T6QY6G0F91OT6KA8FIO                              ;723084948;28/03/2013 18:07;quo fecit. esset trepicandor                      ;H5M72COIXOF1SI7ACMUK                              ;256,3173604;4462
168;1032;1032;62295;H3VWDJKAHRLZ5F1FZIVY                              ;31275625;10/10/2008 17:16;gravis estis si Quad parte                        ;ZPBWW4DYYGRPRK1                                   ;1242,621087;8001
169;845;845;36768;97YPE90ZE61PKMPAULNV                              ;434206464;3/09/2008 7:30;esset quorum et e et                              ;HXUYAYHSUI6S4I                                    ;1764,515082;2722
170;552;552;16612;YHFOOQIU8XMQN8WX7Y9K                              ;607611359;28/03/2012 0:12;quad plorum regit,                                ;KJOIFAB67BJZ7OB1X5                                ;597,560895;1921
171;419;419;80136;3LJ9KTB45W72RAPI0QIH                              ;28859134;12/09/2013 6:10;glavans gravis non                                ;VO0MC18I1DYKTGZ6                                  ;604,9452799;2545
172;422;422;19186;59EZXDSDMNDBFVVVE3W6                              ;408504700;4/11/2013 17:10;quis novum Id apparens si                         ;32MF6QMNQY94IG8MJMSJXCH                           ;962,5046332;3806
173;601;601;22889;30FOVX7F68R25XC5ANGJ                              ;929540640;29/08/2014 16:53;e venit. in si regit, non sed                     ;R9T8QQJ7H5YVJ6PXEZL2YE                            ;1397,116244;650
174;913;913;67362;I9TQBFTMLMLAF28ZA1GL                              ;202642567;28/03/2006 8:21;quad sed quo quad Multum                          ;WQY9T7M9RKFNWXDW0                                 ;128,6695516;1790
175;681;681;36810;FFM8AXJQ4GGNYKQLXKHD                              ;412786116;10/03/2008 5:42;Pro volcans brevens, gravis plorum                ;2MDIC2DXV5YQE8CQWIR                               ;1567,230464;NULL
176;467;467;13503;LL5RQU35ZLZYS2U7H0HA                              ;425797223;1/06/2007 23:09;Pro pars non volcans quo, et                      ;P0VV7B4ISZ02LMWS5E                                ;444,3176428;4730
177;1087;1087;43638;H65NGIIECGY76UTGGK2F                              ;362853721;26/03/2005 16:10;gravis plurissimum                                ;VWWCHB056A61V5JP1RH                               ;1438,254365;7070
178;520;520;25963;4UGP5HVEFKZ3W3F049CL                              ;903978027;27/12/2006 11:49;non imaginator in esset                           ;1YU4V5V4RCKLH4WKTOEK                              ;508,5898566;9720
179;950;950;33635;N40QM81Q1GFUBDBOYA0M                              ;848219556;28/08/2015 13:23;in si vobis nomen gravum                          ;NULL;1722,798485;3816
180;1107;1107;62859;WWZ39RDFCAQUTHPGYI9U                              ;923178831;24/04/2009 13:11;Id vobis ut transit. novum                        ;5Y7MY5X2XU0N2CX1SGBFVEU                           ;108,2839259;9482
181;189;189;99966;E4K9LP3C5ZCZRQ81MDGN                              ;990883859;5/12/2010 15:39;e quo estis gravum et linguens quad               ;LJQ8YVDDX4W0MI                                    ;1275,750781;8897
182;1072;1072;52914;O5P0HWL7ZRRRCISEUO19                              ;705568797;31/03/2006 20:58;fecit, venit. parte gravum et                     ;0Y2UHJYFSZI                                       ;1255,381914;2851
183;909;909;52873;6BDU1RHEB5S6CQYV93TI                              ;815486711;15/05/2014 4:01;eggredior. plorum et                              ;725AQ4H0EEO31HNQYGWE9JBGT                         ;1072,909355;6122
184;757;757;67228;67K7F7FMSOED8ITB5G54                              ;970299304;19/02/2008 16:06;esset quad e quo, non parte                       ;C6N4Y9FU5ARU5W4HI                                 ;1701,818949;4922
185;1152;1152;78703;OMYL0RUJLL8RY04TNMJ1                              ;196599775;22/07/2015 0:13;quo, quartu quad quad non                         ;AYSZV7GB24RNRPH7                                  ;204,6214278;9415
186;614;614;98363;IHDT384K3MNDBHLLMEFL                              ;86667369;7/06/2015 10:12;non quoque si sed                                 ;BDAGEN7BDY4B0                                     ;887,7417524;41
187;571;571;75950;726LAHPIIUM2154LRWJP                              ;563019936;5/01/2013 4:41;pladior bono regit,                               ;S1Q6UQCAFNM7B3IJ2DX4T                             ;225,9947733;1325
188;865;865;72997;HYKDMIJ7073GOBE77TQF                              ;475948504;4/08/2013 0:54;NULL;84VBLOI9C01UYM1JMGE1XMT7                          ;1020,804507;7647
189;378;378;69818;LS1B9CG0UHWV4Q4L8NZ6                              ;996381036;15/07/2007 21:21;gravis non vobis Quad quad                        ;4TTWQDWGOSLAJ5OR6BM6                              ;366,8592816;3729
190;1047;1047;77119;HMILDTQDK3TAXV5I2C63                              ;570124563;24/11/2015 17:10;si sed et et funem.                               ;4VIIQHPS6MAOZHVPCL                                ;342,6919404;1498
191;534;534;65871;6Q7KJLAMY5R8R46IPWIQ                              ;941733271;21/10/2015 17:39;vantis. et in si                                  ;4DATF82BQ9RB71U                                   ;673,9238643;2756
192;160;160;29890;9E2L7UZ25BS34AWB1U8G                              ;121035901;10/11/2013 16:49;plorum non Multum                                 ;XBD0W6OI6B                                        ;1134,848066;9078
193;1077;1077;71704;NULL;957417636;16/05/2010 14:58;venit. volcans quo                                ;KNT2UPZ13T12AO6                                   ;1241,928239;4202
194;986;986;87043;LY216QYZCGOCJWB4ZBQA                              ;397495799;6/11/2006 6:28;brevens, gravis                                   ;IEA3M5HXDY                                        ;1072,866503;8344
195;333;333;28019;TUY5MTA7O29AVNG0J130                              ;832892608;2/12/2005 11:18;sed essit. homo,                                  ;QYPRN4LINX7XL70Q                                  ;811,1112047;5648
196;518;518;75619;SV4QLEK71IH57S43VJXO                              ;444203776;27/03/2014 2:24;parte estum. plorum                               ;W83BP753V70F6WOW382E1EY                           ;1681,549626;1217
197;1129;1129;29037;ODE2N8V3FAMAG0YUF1FP                              ;680132560;12/04/2005 9:12;essit. si linguens non                            ;5I2BHPVMEB15V9                                    ;1494,085517;8214
198;117;117;46813;MKR5NVBXNH6B94HQOX5O                              ;701615384;25/05/2008 22:09;venit. linguens                                   ;RJOSWL3H1I1IYXC4I9D664UM6                         ;879,3265237;9985
199;776;776;46353;M7VURS59GIHYT2TMXZDJ                              ;154058444;13/09/2006 10:25;si egreddior vobis                                ;D0UUI0T7BUDM13211SG6                              ;1931,997203;3259
200;755;755;71245;SSFY6WH3R3A1V0CWAW36                              ;703289204;3/07/2012 4:30;Tam e quartu e et                                 ;P27IVH3UMO2                                       ;1066,794471;5129
201;176;176;50922;7ZODG1N4QXR4XUFFVKVO                              ;790084371;21/06/2007 14:57;plorum Et e e pladior plorum                      ;K72M600OQLHQW793                                  ;793,1931982;8412
202;180;180;6128;PE7XX2HPM3ADIKSQLQUT                              ;83750406;5/09/2005 10:16;ut et et et in quis                               ;325ZFOYNCMJQDP5B0HW0FVR                           ;1274,263763;6543
203;730;730;54010;06IWY6XHFC7IIILHGJZ6                              ;802407788;23/08/2008 20:44;linguens Versus brevens,                          ;I63LGMN7ZPJMWL5J4Y                                ;1574,191292;1499
204;229;229;50427;4UGRE9MOAU1U5O8P0YWK                              ;333701542;27/08/2009 12:01;transit. quo cognitio,                            ;DGYCWBFVQD3P                                      ;710,6921825;9032
205;45;45;21254;7Q3UZ27946VNLVB14JXA                              ;473958657;10/10/2005 17:14;fecit. Et Multum                                  ;APH8KC7PYCQO5JEECCWH1E                            ;1419,471214;8171
206;485;485;28468;4I6NCTCRFK3L6X3DWF6E                              ;524986750;12/02/2007 23:44;quoque Tam quantare                               ;KT790RXTWZ                                        ;827,1504495;1206
207;608;608;91330;5N56KSWNVFZ9F28X6N9U                              ;658816566;27/02/2006 16:00;Versus cognitio,                                  ;C64WYRQ4E47OQS0HD178                              ;395,7479514;8290
208;1023;1023;62889;PLS2FY8N84QVDZU0HR0G                              ;497501728;4/07/2005 21:09;quo, et habitatio                                 ;VPXFD36Y1ITOU78AGD4QW0V                           ;1935,853954;2723
209;103;103;5049;J54BQUVGPSWKWG1D45TO                              ;11160948;15/04/2011 7:25;fecit. quo quo et                                 ;5GH09JSPR4GH7GLNK6DL                              ;350,6190322;3327
210;526;526;92360;NA8D12DWPV8EE5FNQO3D                              ;303149848;15/04/2013 3:35;fecundio, nomen                                   ;ZWLS6XN2IAVUKAXL6OH                               ;205,3818303;9229
211;375;375;35239;ICTBHJTMCM6R3WVVXORH                              ;309325498;16/06/2010 3:04;volcans e Tam quad egreddior                      ;4XPQR2ZSG5PMAY                                    ;1527,145738;8206
212;457;457;18642;0WO5IBLPEHQBS5YE2KJK                              ;956904372;12/05/2011 15:50;plorum Sed plurissimum                            ;JW83L4N9UKMM6N2EIVU917U                           ;51,22293627;8955
